Ensembl.ID,Gene.name
ENSG00000260566.2_7,AC127459.1
ENSG00000260568.1_7,AC074050.2
ENSG00000260569.2_7,AC090398.1
ENSG00000260570.1_8,AC133550.1
ENSG00000260571.1_4,BNIP3P5
ENSG00000260572.1_7,AC069224.1
ENSG00000260573.4_8,AC007493.1
ENSG00000260574.1_6,AL360157.1
ENSG00000260575.1_7,AC133485.3
ENSG00000260576.1_4,EIF5A2P1
ENSG00000260577.2_8,AC126773.2
ENSG00000260578.1_6,AC110597.1
ENSG00000260579.1_8,AC024270.3
ENSG00000260580.1_6,AC009035.1
ENSG00000260581.1_6,AC011374.1
ENSG00000260582.1_4,TPST2P1
ENSG00000260583.1_7,AP000223.1
ENSG00000260584.1_5,AC142381.2
ENSG00000260585.1_6,AL359851.1
ENSG00000260586.2_7,AC064799.2
ENSG00000260588.1_8,AC027702.1
ENSG00000260589.1_6,STAM-AS1
ENSG00000260590.1_5,AC023824.2
ENSG00000260592.1_7,AC130456.3
ENSG00000260593.1_7,AC009097.2
ENSG00000260594.1_6,AC099313.1
ENSG00000260597.1_7,AC012531.1
ENSG00000260598.1_3,FRG2IP
ENSG00000260599.1_8,AC011467.1
ENSG00000260600.1_7,AC092125.1
ENSG00000260601.1_7,AC131391.1
ENSG00000260602.2_4,HMGN2P40
ENSG00000260604.2_6,AL590004.4
ENSG00000260605.1_7,AC027688.1
ENSG00000260608.1_7,AC024270.4
ENSG00000260610.1_5,AC142086.3
ENSG00000260611.1_6,AC106785.2
ENSG00000260612.1_6,AC009097.3
ENSG00000260613.2_7,Z98885.2
ENSG00000260616.6_7,AC007728.1
ENSG00000260617.1_6,AC138028.5
ENSG00000260618.1_6,AC025917.1
ENSG00000260619.1_6,AC068870.1
ENSG00000260620.1_7,AC027688.2
ENSG00000260621.1_6,AC092140.1
ENSG00000260622.1_5,AC073476.2
ENSG00000260624.2_7,AC018943.1
ENSG00000260625.3_7,AC026471.2
ENSG00000260626.1_7,AC136944.1
ENSG00000260628.5_6,AC142381.3
ENSG00000260629.2_4,BGLT3
ENSG00000260630.7_6,SNAI3-AS1
ENSG00000260631.1_4,RBM22P12
ENSG00000260633.1_6,AC010207.1
ENSG00000260634.1_6,AC012508.2
ENSG00000260635.1_8,AC092338.1
ENSG00000260639.1_5,AC025678.1
ENSG00000260640.1_6,AP003115.1
ENSG00000260641.1_6,AC114811.2
ENSG00000260642.1_6,AC139426.2
ENSG00000260643.2_7,AC092718.3
ENSG00000260644.6_3,HERC2P5
ENSG00000260645.2_6,AL359715.2
ENSG00000260646.1_6,AL031705.1
ENSG00000260647.1_6,AC127537.1
ENSG00000260648.3_7,AC020658.3
ENSG00000260649.1_5,AC133485.4
ENSG00000260650.1_7,AC010542.1
ENSG00000260651.1_6,AF213884.3
ENSG00000260657.2_7,AC107871.2
ENSG00000260658.6_9,AC138305.1
ENSG00000260659.1_7,AC009113.2
ENSG00000260660.4_8,AC113208.2
ENSG00000260661.1_8,AC116903.2
ENSG00000260662.2_5,AC138915.1
ENSG00000260664.2_6,AC004158.1
ENSG00000260668.1_6,AC093536.1
ENSG00000260669.2_9,AL096870.2
ENSG00000260670.1_6,AC134508.1
ENSG00000260671.2_8,AC010536.2
ENSG00000260672.1_6,AC100827.4
ENSG00000260673.1_8,AL034376.2
ENSG00000260674.2_5,AC026826.3
ENSG00000260675.1_6,AC109446.2
ENSG00000260676.5_4,LINC01541
ENSG00000260677.1_6,AL445531.1
ENSG00000260678.1_5,AC093249.3
ENSG00000260680.1_2,AGGF1P5
ENSG00000260681.1_7,AC130456.4
ENSG00000260683.1_6,AL591643.1
ENSG00000260685.1_5,AC027104.1
ENSG00000260686.1_6,AC008669.1
ENSG00000260688.1_7,AC026470.1
ENSG00000260689.2_4,HNRNPA3P11
ENSG00000260690.1_2,CYCSP39
ENSG00000260693.1_7,AC026150.1
ENSG00000260694.1_7,AC009145.3
ENSG00000260695.1_6,AC022164.1
ENSG00000260698.1_6,AL591848.3
ENSG00000260701.2_6,AC025284.1
ENSG00000260702.3_6,AL031713.1
ENSG00000260704.1_3,LINC00543
ENSG00000260706.5_7,AC022166.1
ENSG00000260708.1_6,AL118516.1
ENSG00000260710.1_7,AC120498.4
ENSG00000260711.2_7,AL121839.2
ENSG00000260714.1_5,AC133552.1
ENSG00000260715.1_6,AC093536.2
ENSG00000260719.1_6,AC009133.3
ENSG00000260720.1_6,LINC01243
ENSG00000260721.1_3,AF067845.1
ENSG00000260722.1_2,VN1R67P
ENSG00000260723.1_7,AC007598.1
ENSG00000260724.1_4,VN1R69P
ENSG00000260725.1_4,AC005307.1
ENSG00000260726.2_4,KLF8P1
ENSG00000260727.1_4,SLC7A5P1
ENSG00000260729.1_7,AC009690.1
ENSG00000260731.1_4,KRT8P22
ENSG00000260733.1_7,AC046158.1
ENSG00000260734.5_8,TLE7
ENSG00000260735.2_7,AC139256.1
ENSG00000260737.6_7,LINC01227
ENSG00000260738.1_6,LINC00554
ENSG00000260739.1_7,AC010760.1
ENSG00000260740.2_7,AC026471.3
ENSG00000260741.1_7,AC099482.1
ENSG00000260742.1_6,AC009962.1
ENSG00000260743.1_6,AC007823.1
ENSG00000260744.1_6,AC007494.2
ENSG00000260746.2_3,KIF18BP1
ENSG00000260747.1_5,AC022968.1
ENSG00000260751.2_8,AC008870.2
ENSG00000260755.1_6,AC010542.2
ENSG00000260756.1_6,AC131649.1
ENSG00000260757.1_7,AC093520.1
ENSG00000260759.1_6,AP001120.1
ENSG00000260761.1_6,AC106754.1
ENSG00000260762.1_3,ACSM5P1
ENSG00000260763.1_7,AC106799.3
ENSG00000260764.1_5,AC007224.1
ENSG00000260765.2_2,CES1P2
ENSG00000260766.1,ENSG00000260766.1
ENSG00000260771.1_6,AL138918.1
ENSG00000260772.1_7,AC012321.1
ENSG00000260773.1_7,AC055855.1
ENSG00000260774.1_9,AC021087.3
ENSG00000260776.5_6,AC104758.3
ENSG00000260777.1_6,AC061975.1
ENSG00000260778.5_8,AC009065.4
ENSG00000260779.1_6,AP001180.1
ENSG00000260780.1_6,AC087463.1
ENSG00000260781.1_6,ARHGAP23P1
ENSG00000260782.1_5,AC007225.1
ENSG00000260784.1_6,AC026150.2
ENSG00000260785.2_7,CASC17
ENSG00000260786.1_6,AC108099.1
ENSG00000260788.6_9,AC009063.2
ENSG00000260790.1_8,AC092338.2
ENSG00000260792.1_7,LINC02280
ENSG00000260793.2_6,AC003102.1
ENSG00000260795.1_5,AC093519.1
ENSG00000260796.1_7,AC145285.3
ENSG00000260797.1_5,AC106734.1
ENSG00000260798.1_7,AC099314.1
ENSG00000260799.1_4,KRT8P50
ENSG00000260802.1_5,SERTM2
ENSG00000260803.1_8,Z84723.1
ENSG00000260804.3_5,LINC01963
ENSG00000260805.1,AC092803.2
ENSG00000260806.1_6,AL163051.1
ENSG00000260807.7_8,CEROX1
ENSG00000260808.1_7,AP003096.1
ENSG00000260809.1_2,VPS35P1
ENSG00000260810.1_6,AL135818.2
ENSG00000260812.1_2,RARRES2P7
ENSG00000260814.2_7,AC073657.1
ENSG00000260815.3_5,PPIAP47
ENSG00000260816.2_7,AC027279.1
ENSG00000260817.2_5,AC074051.3
ENSG00000260818.2_4,UNGP1
ENSG00000260823.1_7,AC026461.3
ENSG00000260827.1_8,AC138869.3
ENSG00000260828.1_4,HMGB3P32
ENSG00000260830.1_6,AL135744.1
ENSG00000260831.1,ENSG00000260831.1
ENSG00000260832.1_7,AC125793.1
ENSG00000260834.1_7,AC009055.2
ENSG00000260835.1_7,AC007223.1
ENSG00000260836.2_7,AC245033.1
ENSG00000260838.3_6,AC022893.2
ENSG00000260840.2_7,LINC01964
ENSG00000260844.2_5,AC055876.4
ENSG00000260845.1_8,AC138907.2
ENSG00000260846.2_3,FRG2HP
ENSG00000260847.1_7,AC133485.5
ENSG00000260848.2_6,AC092114.1
ENSG00000260850.2_7,AC007344.1
ENSG00000260851.6_7,AC010542.3
ENSG00000260852.1_5,FBXL19-AS1
ENSG00000260853.2_8,AC109460.2
ENSG00000260854.1_6,LINC02184
ENSG00000260855.1_6,AL591848.4
ENSG00000260857.3_8,AC018558.1
ENSG00000260858.1_7,AC010551.3
ENSG00000260859.1_7,AC025280.1
ENSG00000260860.2_6,AC126773.3
ENSG00000260861.6_8,AL049634.2
ENSG00000260862.1_7,AC099506.1
ENSG00000260863.1_4,CYP2C60P
ENSG00000260864.1_5,ABHD17AP7
ENSG00000260865.1_5,AC010287.1
ENSG00000260866.2_6,AC138915.2
ENSG00000260867.1_6,AC009107.1
ENSG00000260868.1_5,LINC01960
ENSG00000260870.1_6,NDUFB10P1
ENSG00000260871.1_6,AC093510.2
ENSG00000260872.1,ENSG00000260872.1
ENSG00000260874.5_7,AC106820.5
ENSG00000260876.6_5,LINC01229
ENSG00000260877.2_6,AP005233.2
ENSG00000260878.1_6,AC104072.1
ENSG00000260879.1_7,AL359258.2
ENSG00000260880.5_6,HCCAT5
ENSG00000260882.1_5,AC026458.1
ENSG00000260883.1_2,VN1R65P
ENSG00000260884.1_6,AC009120.3
ENSG00000260886.2_6,TAT-AS1
ENSG00000260887.3_5,CASC22
ENSG00000260889.1_3,CKBP1
ENSG00000260891.1_7,AC020978.3
ENSG00000260892.1_6,AC105020.4
ENSG00000260894.1_8,AC027682.3
ENSG00000260895.1_6,AP003071.1
ENSG00000260896.6_7,ARLNC1
ENSG00000260897.1_3,DNM1P30
ENSG00000260898.6_6,ADPGK-AS1
ENSG00000260899.1_7,AC106886.2
ENSG00000260900.1_5,AC145350.3
ENSG00000260902.1_6,LINC02011
ENSG00000260903.3_4,XKR7
ENSG00000260905.1_7,AC009021.1
ENSG00000260907.1_6,AC015818.2
ENSG00000260908.1_7,AC009093.3
ENSG00000260909.1_5,AC012186.1
ENSG00000260910.1_5,LINC00565
ENSG00000260911.2_6,AC135050.3
ENSG00000260912.1_6,AL158206.1
ENSG00000260913.1_6,LINC01254
ENSG00000260914.3_8,AC026464.4
ENSG00000260916.7_5,CCPG1
ENSG00000260917.1_6,AL158212.3
ENSG00000260918.1_6,AC107398.3
ENSG00000260919.1_7,AC100835.1
ENSG00000260920.2_6,AL031985.3
ENSG00000260921.1_6,AC142086.4
ENSG00000260922.2_6,AC009139.1
ENSG00000260923.7_7,LINC02193
ENSG00000260924.2_6,LINC01311
ENSG00000260926.3_7,AC016134.1
ENSG00000260927.2_6,AC009107.2
ENSG00000260928.2_4,SPCS2P1
ENSG00000260930.2_6,LINC01416
ENSG00000260932.1_8,AC009119.3
ENSG00000260933.1_5,AC091489.2
ENSG00000260934.1_6,AC130456.5
ENSG00000260937.6_6,AC025272.1
ENSG00000260939.1_5,AC007346.2
ENSG00000260941.1_5,LINC00622
ENSG00000260942.1_6,CAPN10-DT
ENSG00000260943.1_6,LINC02555
ENSG00000260944.1_7,FOXC2-AS1
ENSG00000260945.1_7,AC109495.1
ENSG00000260947.1_6,AL356489.2
ENSG00000260948.1_7,AL390195.2
ENSG00000260949.1_6,AP006545.1
ENSG00000260951.2_8,AC003985.2
ENSG00000260953.1_7,AC009093.4
ENSG00000260954.1_8,AL133297.1
ENSG00000260955.2_7,AC100821.2
ENSG00000260957.1_6,AC126323.5
ENSG00000260958.3_7,AC023824.3
ENSG00000260959.1_7,AC087463.2
ENSG00000260962.1_5,LINC00557
ENSG00000260963.2_6,AC026462.3
ENSG00000260965.1_4,RPL23AP91
ENSG00000260966.1_6,AP001486.2
ENSG00000260967.1_2,RARRES2P5
ENSG00000260969.2_7,WWOX-AS1
ENSG00000260970.1_7,AC006288.1
ENSG00000260971.4_7,AC119674.1
ENSG00000260972.1_6,Z98259.1
ENSG00000260973.1_6,AC009021.2
ENSG00000260974.1_6,AC138907.3
ENSG00000260975.1_7,AC007333.2
ENSG00000260976.2_5,LINC01633
ENSG00000260978.1_7,MKRN3-AS1
ENSG00000260979.1_6,AC022167.3
ENSG00000260981.1_6,AC091932.1
ENSG00000260983.2_8,AC010528.1
ENSG00000260984.1_3,FGFR3P5
ENSG00000260986.1_7,AC126335.1
ENSG00000260988.1_8,AC090260.1
ENSG00000260989.1_6,AL133297.2
ENSG00000260990.1_6,Z94057.1
ENSG00000260991.2_6,AC120498.5
ENSG00000260992.1_6,DOCK9-DT
ENSG00000260994.1_2,AGGF1P7
ENSG00000260995.3_7,AL512634.1
ENSG00000260996.1_6,BX255925.1
ENSG00000260997.1_6,AC004847.1
ENSG00000260999.1_7,AC009137.1
ENSG00000261000.1_6,AC244034.2
ENSG00000261002.5_6,AC036103.1
ENSG00000261003.1_6,AL008628.1
ENSG00000261007.2_5,NPM1P3
ENSG00000261008.7_8,LINC01572
ENSG00000261009.1_7,AC141257.1
ENSG00000261010.1_2,RARRES2P6
ENSG00000261011.1_5,AL136982.4
ENSG00000261012.2_6,AC115619.1
ENSG00000261014.2_5,LINC02165
ENSG00000261017.1_5,AC096996.1
ENSG00000261018.1_7,AC002101.1
ENSG00000261019.1_6,AC010132.4
ENSG00000261020.1_6,AC132825.3
ENSG00000261024.7_6,AL078644.1
ENSG00000261025.1_6,AL445471.2
ENSG00000261026.1_6,AC105046.1
ENSG00000261028.1_5,AC012322.1
ENSG00000261029.1_6,AC138304.1
ENSG00000261030.1_6,AC079171.1
ENSG00000261033.1_6,AC005730.2
ENSG00000261035.1_6,AL139348.1
ENSG00000261036.2_7,AC113418.1
ENSG00000261037.1_6,AC010266.2
ENSG00000261038.1_6,AL133457.1
ENSG00000261039.3_7,LINC02544
ENSG00000261040.7_5,WFDC21P
ENSG00000261041.1_5,AC138749.3
ENSG00000261043.5_7,AC019294.3
ENSG00000261044.1_6,AP006547.1
ENSG00000261045.2_6,LINC02129
ENSG00000261046.1_2,C2orf69P1
ENSG00000261047.1_3,AC137527.1
ENSG00000261048.1_6,AC012414.6
ENSG00000261049.2_7,AC007347.1
ENSG00000261051.1_6,AC107021.2
ENSG00000261052.5_6,SULT1A3
ENSG00000261053.1_2,NAMPTP3
ENSG00000261054.1_7,AC036108.2
ENSG00000261055.1_6,AL450468.2
ENSG00000261056.2_6,AC079416.1
ENSG00000261057.1_6,LINC00555
ENSG00000261058.1_6,AC099508.2
ENSG00000261060.1_6,AL160286.2
ENSG00000261061.1_7,AC092718.4
ENSG00000261063.1_8,AC009139.2
ENSG00000261064.1_7,LINC02256
ENSG00000261065.1_6,AL592146.1
ENSG00000261066.1_7,AC074052.2
ENSG00000261067.7_7,AC109460.3
ENSG00000261068.2_6,AL512274.1
ENSG00000261069.3_7,AC124312.3
ENSG00000261070.1_7,AP003071.2
ENSG00000261071.1_6,AL441883.1
ENSG00000261072.2_5,AC084783.1
ENSG00000261075.1_6,LINC01195
ENSG00000261076.1_6,AC016396.2
ENSG00000261077.1_6,AC016180.1
ENSG00000261078.1_7,AC009118.1
ENSG00000261079.1_7,AC009053.2
ENSG00000261080.1_7,RUNX2-AS1
ENSG00000261081.1_5,AC025678.2
ENSG00000261082.1_6,LINC01228
ENSG00000261083.3_8,LINC02516
ENSG00000261084.1_4,PPP1R1AP2
ENSG00000261087.1_7,ZNNT1
ENSG00000261089.1_4,CDC37P2
ENSG00000261090.2_6,AC127459.2
ENSG00000261092.1_6,LINC02178
ENSG00000261093.1_6,AC141586.3
ENSG00000261094.2_6,AC007066.2
ENSG00000261095.1_7,AC136285.1
ENSG00000261096.1_6,AC073476.3
ENSG00000261097.1_5,LINC00563
ENSG00000261098.1_6,AP000766.1
ENSG00000261101.2_6,AC234775.3
ENSG00000261102.2_3,ATP5MFP6
ENSG00000261103.1,AC009063.3
ENSG00000261104.1_6,AC093904.4
ENSG00000261105.6_7,LMO7-AS1
ENSG00000261108.2_6,AC138907.4
ENSG00000261111.1_5,AC133569.1
ENSG00000261113.1_7,AC009034.1
ENSG00000261114.1_7,AC012181.1
ENSG00000261115.6_6,TMEM178B
ENSG00000261116.1_6,AL049555.1
ENSG00000261117.1_6,AC009486.1
ENSG00000261118.1_7,AC092123.1
ENSG00000261120.1_7,AL133299.1
ENSG00000261121.2_7,LINC02473
ENSG00000261122.6_6,LINC02167
ENSG00000261123.1_8,AC009065.5
ENSG00000261124.1_6,AC135050.4
ENSG00000261126.7_7,RBFADN
ENSG00000261127.2_6,AC133548.2
ENSG00000261129.1_6,AC106871.1
ENSG00000261130.5_8,AC140504.1
ENSG00000261131.1_8,AC012186.2
ENSG00000261135.1_6,AL137802.2
ENSG00000261136.1_6,AC023908.3
ENSG00000261140.1_8,AC093525.4
ENSG00000261141.1_6,AC092718.5
ENSG00000261143.1_4,ADAMTS7P3
ENSG00000261144.1_5,AC092121.1
ENSG00000261145.1_5,AC009060.2
ENSG00000261146.1_6,AC007159.1
ENSG00000261147.1_6,AC091167.2
ENSG00000261150.3_3,EPPK1
ENSG00000261151.1_6,AC012182.1
ENSG00000261153.2_5,AC136428.3
ENSG00000261154.1_5,LINC02131
ENSG00000261156.6_7,LINC01989
ENSG00000261158.1_6,AC109597.2
ENSG00000261159.1_6,AC112484.3
ENSG00000261161.1_6,AC009154.1
ENSG00000261166.1_6,AC073429.2
ENSG00000261167.1_6,AC107027.3
ENSG00000261168.1_6,AL592424.1
ENSG00000261170.2_7,AC009053.3
ENSG00000261172.1_7,AC133919.2
ENSG00000261173.1_6,AC018845.3
ENSG00000261174.2_4,HMGB1P33
ENSG00000261175.6_5,LINC02188
ENSG00000261177.1_7,AC135012.1
ENSG00000261178.2_6,AC009169.1
ENSG00000261181.1_6,AC136619.1
ENSG00000261182.1_6,AL596211.1
ENSG00000261183.5_7,SPINT1-AS1
ENSG00000261184.3_6,AC083864.3
ENSG00000261186.2_6,LINC01238
ENSG00000261187.1_7,AC079322.1
ENSG00000261188.1_6,Z95115.1
ENSG00000261189.1_7,AL031058.1
ENSG00000261190.5_4,C16orf97
ENSG00000261191.1_7,AC013640.1
ENSG00000261192.1_2,RNF126P1
ENSG00000261193.1_7,AC134312.4
ENSG00000261194.2_6,LINC01898
ENSG00000261195.1_7,AC027130.1
ENSG00000261196.1_4,CYP4A43P
ENSG00000261197.2_5,AC133561.4
ENSG00000261198.1_8,AC005774.1
ENSG00000261199.1_4,UBE2FP2
ENSG00000261200.1_6,AC136944.2
ENSG00000261202.1_6,Z83847.1
ENSG00000261203.1_6,AC106782.3
ENSG00000261204.1_6,AC004449.1
ENSG00000261205.2_4,NIFKP4
ENSG00000261206.1_5,LINC00561
ENSG00000261207.1_7,AL031717.1
ENSG00000261208.1_5,AL365475.1
ENSG00000261209.1_2,SULT1C2P2
ENSG00000261210.8_4,CLEC19A
ENSG00000261211.1_6,AL031123.2
ENSG00000261212.1,AC234778.2
ENSG00000261213.1_6,AC099786.3
ENSG00000261215.1_8,AL162231.4
ENSG00000261216.1_6,AC007216.2
ENSG00000261217.2_5,BCAP31P1
ENSG00000261218.5_7,AC099524.1
ENSG00000261219.1_7,AC090651.1
ENSG00000261220.2_6,AC103706.1
ENSG00000261221.3_2,ZNF865
ENSG00000261222.3_7,AC064805.1
ENSG00000261226.1_8,AC092384.3
ENSG00000261227.2_3,AC140912.1
ENSG00000261229.6_7,AC021483.2
ENSG00000261231.6_5,LINC02133
ENSG00000261232.2_5,AC090751.1
ENSG00000261233.2_3,ABCD1P3
ENSG00000261234.1_5,AC025281.1
ENSG00000261235.1_8,AC092142.1
ENSG00000261238.1_6,AC009166.1
ENSG00000261239.6_3,ANKRD26P1
ENSG00000261240.1_7,AC009065.6
ENSG00000261241.7_6,LINC02128
ENSG00000261242.1_7,AL136038.3
ENSG00000261243.1_6,AC022165.1
ENSG00000261244.1_7,AC104758.4
ENSG00000261245.2_6,AC093520.2
ENSG00000261247.1_3,GOLGA8T
ENSG00000261248.1_6,AC009120.4
ENSG00000261249.1_6,LINC01751
ENSG00000261250.1_7,AL160286.3
ENSG00000261251.1_6,Z97055.2
ENSG00000261253.2_6,AC137932.2
ENSG00000261257.1_6,AP000821.1
ENSG00000261259.1_6,AC142086.5
ENSG00000261260.2_6,AC106736.1
ENSG00000261261.3_6,AC026462.4
ENSG00000261263.2_6,AC138907.5
ENSG00000261265.1_7,AC025271.2
ENSG00000261266.2_7,AC008870.3
ENSG00000261267.1_8,AC026470.2
ENSG00000261268.1_7,AC112236.1
ENSG00000261269.1_6,AC093278.2
ENSG00000261270.1_7,AC012181.2
ENSG00000261272.1_2,MUC22
ENSG00000261273.1_6,AC138512.1
ENSG00000261274.1_3,TP53TG3GP
ENSG00000261275.1_6,AC092447.8
ENSG00000261276.1_6,AP003071.3
ENSG00000261278.1_6,AC009094.1
ENSG00000261279.5_3,ULK4P1
ENSG00000261281.1_6,AC009712.1
ENSG00000261282.1_4,SOD1P2
ENSG00000261284.2_4,RBM22P13
ENSG00000261285.7_7,AC009117.3
ENSG00000261286.1_7,ATP2C2-AS1
ENSG00000261288.1_7,AC093525.5
ENSG00000261289.2_5,AC034105.5
ENSG00000261290.1_4,CYP4A44P
ENSG00000261291.1_7,AC007906.1
ENSG00000261292.2_6,AC110491.1
ENSG00000261293.1_7,AC007601.2
ENSG00000261294.1_7,AC120498.6
ENSG00000261295.1,ENSG00000261295.1
ENSG00000261296.1_7,AC126323.6
ENSG00000261298.1_6,AC122134.1
ENSG00000261299.1_2,C2orf69P3
ENSG00000261302.6_7,AC106779.1
ENSG00000261303.6_5,AC022748.2
ENSG00000261304.2_7,LINC02252
ENSG00000261305.2_6,AC005586.2
ENSG00000261307.1_7,AC102797.1
ENSG00000261308.2_4,FIGNL2
ENSG00000261310.1_7,AC009081.1
ENSG00000261312.1_8,AC002550.1
ENSG00000261313.2_7,AC105430.1
ENSG00000261314.1_6,AC105275.2
ENSG00000261315.2_4,LARP4P
ENSG00000261316.1_5,LINC01834
ENSG00000261318.1_8,AC055855.2
ENSG00000261319.1_5,LINC02152
ENSG00000261320.1_7,AC009061.1
ENSG00000261324.2_6,AC010168.2
ENSG00000261325.1_6,LINC02192
ENSG00000261326.4_6,LINC01355
ENSG00000261327.5_8,AC134312.5
ENSG00000261329.6_7,AC016597.1
ENSG00000261330.1_5,PPIAP50
ENSG00000261331.1,ENSG00000261331.1
ENSG00000261332.1_7,AC116348.2
ENSG00000261333.2_4,CD24P2
ENSG00000261334.1_6,AL353803.4
ENSG00000261335.1_6,AC005837.1
ENSG00000261336.1_4,EIF4BP5
ENSG00000261337.1,ENSG00000261337.1
ENSG00000261338.2_6,AC021016.2
ENSG00000261340.1_5,LINC01616
ENSG00000261341.6_8,AC010325.1
ENSG00000261342.1_5,AC006538.1
ENSG00000261346.1_8,AC116348.3
ENSG00000261347.1_7,AP000439.4
ENSG00000261348.2_6,LINC02136
ENSG00000261349.1_6,AL031432.2
ENSG00000261350.1_7,AC018558.2
ENSG00000261351.2_8,AC116913.1
ENSG00000261356.2_5,AC092368.2
ENSG00000261357.1_6,AC099518.2
ENSG00000261359.2_7,PYCARD-AS1
ENSG00000261360.1_7,AC010491.1
ENSG00000261362.1_5,AC136619.2
ENSG00000261363.2_6,AC106745.1
ENSG00000261364.1_6,AC063923.2
ENSG00000261365.1_5,AC138749.4
ENSG00000261366.1_6,MANEA-DT
ENSG00000261367.1_6,AC012645.2
ENSG00000261368.1_6,AL731537.2
ENSG00000261369.1_7,AC007533.1
ENSG00000261373.1_6,VPS9D1-AS1
ENSG00000261374.1,ENSG00000261374.1
ENSG00000261375.1_6,AC135983.4
ENSG00000261376.1_6,AC022166.2
ENSG00000261377.5_4,PDCD6IPP2
ENSG00000261379.1_7,AC010735.1
ENSG00000261382.1_6,AC091962.1
ENSG00000261384.1_7,AC023300.1
ENSG00000261385.1_6,AC009088.3
ENSG00000261386.2_8,AC027682.4
ENSG00000261390.6_6,MAFTRR
ENSG00000261391.1_5,AC138907.6
ENSG00000261392.1_6,AC087190.2
ENSG00000261393.1_6,AC007493.2
ENSG00000261394.1_7,AC007598.2
ENSG00000261395.3_4,HSPE1P5
ENSG00000261396.1_7,AC027682.5
ENSG00000261397.1_6,LINC01177
ENSG00000261398.1_6,AC023824.4
ENSG00000261399.1_7,AL031710.1
ENSG00000261400.1_7,AC011525.1
ENSG00000261401.1_5,HERC2P1
ENSG00000261402.1_6,AL591222.1
ENSG00000261403.1_7,AC104758.5
ENSG00000261404.7_8,AC138627.1
ENSG00000261405.2_6,AC136944.3
ENSG00000261406.1,ENSG00000261406.1
ENSG00000261407.2_8,AC013565.3
ENSG00000261408.7_6,TEN1-CDK3
ENSG00000261409.1_8,AL035425.3
ENSG00000261410.1_7,AC009142.1
ENSG00000261411.1_6,AL161938.1
ENSG00000261416.1_7,AC012645.3
ENSG00000261418.1_5,HERC2P6
ENSG00000261419.1_6,AC145285.4
ENSG00000261420.1_6,AL022069.1
ENSG00000261421.1_6,AC044798.1
ENSG00000261423.1_8,TMEM202-AS1
ENSG00000261424.1_4,ATP5PBP7
ENSG00000261426.1_4,AC144833.1
ENSG00000261427.6_7,AC099518.3
ENSG00000261429.2_4,DPPA2P4
ENSG00000261430.1_8,AL031600.2
ENSG00000261431.1_6,AL023803.1
ENSG00000261432.1_5,LINC01613
ENSG00000261433.1_6,AC002347.1
ENSG00000261434.1_7,AC021087.4
ENSG00000261435.1_7,AL592164.1
ENSG00000261436.6_6,AC018554.1
ENSG00000261437.1_6,AC108860.2
ENSG00000261438.1_6,AL157394.1
ENSG00000261439.1_8,AC079411.2
ENSG00000261440.1_2,DUX4L45
ENSG00000261441.1_6,AC124068.2
ENSG00000261442.1_7,AC023830.1
ENSG00000261444.1_6,AC106782.4
ENSG00000261445.1_7,AC018558.3
ENSG00000261446.4_6,LINC00559
ENSG00000261447.1_6,AL162412.1
ENSG00000261448.1_6,AC109446.3
ENSG00000261449.1_6,AC103724.3
ENSG00000261451.1_7,AC104964.3
ENSG00000261453.2_6,LINC01735
ENSG00000261455.1_5,LINC01003
ENSG00000261456.5_3,TUBB8
ENSG00000261457.3_5,AC002519.2
ENSG00000261458.1_5,AC009132.1
ENSG00000261459.1_8,AC002310.5
ENSG00000261460.1_6,AC009690.2
ENSG00000261461.1_2,UBE2MP1
ENSG00000261462.1_6,AC004023.1
ENSG00000261465.7_7,AC099518.4
ENSG00000261466.2_7,AC136944.4
ENSG00000261467.2_6,AC099398.1
ENSG00000261468.1_6,AC096921.2
ENSG00000261469.1_8,AC020978.4
ENSG00000261470.1_6,AC009039.1
ENSG00000261471.1_6,AC092145.1
ENSG00000261472.1_6,AC084064.1
ENSG00000261474.1_7,AC026471.4
ENSG00000261475.3_6,LINC02190
ENSG00000261476.1_9,AC009163.3
ENSG00000261478.1_6,AC013391.3
ENSG00000261480.1_7,GOLGA8M
ENSG00000261481.1_6,AC022167.4
ENSG00000261482.1_7,AC092725.1
ENSG00000261485.1_6,PAN3-AS1
ENSG00000261486.1_2,RARRES2P9
ENSG00000261487.1_8,AC135048.1
ENSG00000261488.1_6,TBILA
ENSG00000261489.1_7,AC025271.3
ENSG00000261490.1_7,AC005674.2
ENSG00000261491.1_2,DNM1P31
ENSG00000261497.1_6,AC091304.4
ENSG00000261498.1_5,LINC00566
ENSG00000261499.2_6,AC233699.1
ENSG00000261501.1_7,AC079341.2
ENSG00000261502.4_9,AC040174.1
ENSG00000261504.1_5,LINC01686
ENSG00000261505.1_7,AL031714.1
ENSG00000261507.1,AC141257.2
ENSG00000261509.6_3,TP53TG3B
ENSG00000261510.1,ENSG00000261510.1
ENSG00000261511.1_4,CYP3A137P
ENSG00000261512.2_7,AC092368.3
ENSG00000261513.1_6,AC009097.4
ENSG00000261514.1_5,LINC01976
ENSG00000261515.1_4,VN1R70P
ENSG00000261517.2_5,LINC00558
ENSG00000261519.3_6,AC010542.4
ENSG00000261520.5_6,DLGAP1-AS5
ENSG00000261521.1,ENSG00000261521.1
ENSG00000261523.1_7,AC009167.1
ENSG00000261524.1_2,ABCB10P3
